Timestamp,Race/Ethnicity:,Class year: ,Do you identify as a low-income student? ,Are you a first-generation college student? ,Do you identify as LGBTQIA+?,Gender identity:,Will you be in Pacific Standard Time (PST) during the Spring 2021 semester?,How concerned are you about your academic success  this semester?,Additional comments about your academic success?,"Overall, how did you feel about the pace of your classes last semester? ","Overall, how did you feel about workload in your classes last semester?",What do you anticipate will be an academic challenge for you this semester? Select all that apply.,Additional comments about challenges you will face this semester? ,How helpful were the following supports to you last semester?  [Accessible office hours],How helpful were the following supports to you last semester?  [Addressing current events],How helpful were the following supports to you last semester?  [Flexibility with deadlines],How helpful were the following supports to you last semester?  [Flexibility and choice with exams/assessments],How helpful were the following supports to you last semester?  [Lower workload],How helpful were the following supports to you last semester?  [Opportunities to provide feedback to professors],How helpful were the following supports to you last semester?  [Peer-led study sessions],How helpful were the following supports to you last semester?  [Regular check-ins with professors dedicated to mental health/well-being],How helpful were the following supports to you last semester?  [Regular feedback from professors],How helpful were the following supports to you last semester?  [Resources provided on syllabi],How helpful were the following supports to you last semester?  [Transparency from professors],Additional comments about what worked and what didn't last semester? ,Which of the following would be most helpful to you this semester? (Select all that apply),"Any other comments, concerns, or questions that you would like DEB to share with faculty? (anonymously) "
1/10/2021 21:24:26,"Asian, White",2023,No,No,No,Female/woman,Yes,3,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Classes running overtime, Communicating my difficulties with professors, Distress and uncertainty from current political events, Extra home/family responsibilities, Heavy workload, Lack of support with assignments from faculty or peers, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Stress from financial concerns, Unhealthy or unstable living environment",,Helpful,Very helpful,Very helpful,Very helpful,Helpful,Helpful,Not applicable,Helpful,Helpful,Helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Anonymous opportunities to provide feedback to my professors, Peer-led study sessions, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions, Transparency from professors",
1/10/2021 21:34:44,Asian,2024,No,No,No,Male/man,No,4,,3,Extremely heavy—I regularly struggled to complete work or fail to complete work on time,"Attending synchronous sessions, Busy work schedule, Heavy workload",,Very helpful,Helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions",
1/10/2021 22:22:12,"Asian, White",2023,No,No,No,Male/man,Yes,4,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Busy work schedule, Fast pace, Heavy workload, Poor mental health, Social isolation",,Helpful,Helpful,Very helpful,Helpful,Helpful,Helpful,Not helpful,Helpful,Helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments",
1/10/2021 22:26:14,White,2023,No,No,No,Male/man,Yes,2,"Being back at home, my internet connection won’t be as reliable due to my rural location. ",5,Somewhat heavy—I sometimes struggled to complete work on time,"Attending synchronous sessions, Busy work schedule, Fast pace, Heavy workload, Social isolation",,Helpful,Very helpful,Very helpful,Helpful,"Very helpful, Helpful",Very helpful,Very helpful,Very helpful,Very helpful,Helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Peer-led study sessions, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Transparency from professors",
1/10/2021 22:43:10,White,2022,Yes,No,No,Female/woman,No,4,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Attending synchronous sessions, Classes running overtime, Distracting work environment, Heavy workload, Poor mental health, Social isolation, Stress from financial concerns",,Helpful,Helpful,Helpful,Not applicable,Not applicable,Helpful,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments",
1/10/2021 23:12:42,White,2023,No,No,No,Female/woman,Yes,5,I don’t know if I can do this anymore is so stressful and I’m just tired all the time. There were times last semester when I wouldn’t go outside for over 48 hours because I was so stressed and overwhelmed and exhausted ect,3,Extremely heavy—I regularly struggled to complete work or fail to complete work on time,"Attending synchronous sessions, Busy work schedule, Communicating my difficulties with professors, Difficulty accessing or affording course materials, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Fast pace, Health and safety concerns, Heavy workload, Lack of feedback from professors, Lack of support with assignments from faculty or peers, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Stress from financial concerns, Technological difficulties",I already did this but then my computer stopped working so now I have to do it again and I’m just so tired. I can’t. Like there’s no point to any of this. Like housing costs for ppl my age right out of college are like 60% more than they were for y’all but average income right out of college is like 20% less and I just don’t get how y’all expect us to live like this anymore. I’m exhausted and I can’t do this. There is no point. ,"Helpful, Not applicable",Not applicable,Not applicable,Not applicable,Not applicable,"Helpful, Not applicable",Not applicable,Not applicable,"Helpful, Not applicable",Not applicable,Not applicable,It feels like you say you are giving us all this help just so you can get away with giving us extra work and stress because we “now have all the time in the day” well no we don’t. Did you know suicide rates in 2020 were the highest they’ve been since WW2 like come on. And you expect us to get work done the way we did on campus it is literally impossible. How can we do this I’m so stressed just thinking about being able to get through this semester. I can’t do this. I don’t know if I’ll be able to do it again,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Transparency from professors",Just what I’ve said before. I’m tired and idk if I can do another semester of this. It’s horrible and stressful and like I went into finals last semester with all A but I was so afraid to check my grades once finals had been graded and guess what I ended up with two B idk how that happened like it’s not ok I worked so hard all semester for nothing and I don’t get how this can be expected of us
1/10/2021 23:45:16,White,2022,No,No,No,Female/woman,Yes,5,,3,Extremely heavy—I regularly struggled to complete work or fail to complete work on time,"Busy work schedule, Communicating my difficulties with professors, Difficulty accessing or affording course materials, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Health and safety concerns, Heavy workload, Lack of feedback from professors, Lack of support with assignments from faculty or peers, Poor mental health, Professors who are not flexible or accommodating, Stress from financial concerns",I'm really worried about my mental health.,Not applicable,Helpful,Very helpful,Very helpful,Very helpful,Very helpful,Not applicable,Helpful,Very helpful,"Helpful, Not applicable",Helpful,"I felt like I did a lot of work but learned very little. The class that worked the best was the one that had the most 'busy work' but it was actually so helpful for learning remotely. Small biweekly assignments are much more manageable than huge projects right now, and are very valid! I think Professors often consider 'busy work' as being beneath college classes, but I learn a lot and stay engaged when my remote work feels accomplishable. ","Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Anonymous opportunities to provide feedback to my professors",Please stop assigning group projects!!!! Or give us group work for the sake of socialization but please do not make group projects count for a huge chunk of our grade. And if students come to you with issues with the structure of the class please do not take it personally and be willing to work with students. And most importantly if a student expresses they're struggling just trust that and help them and don't pry! We work hard to be at Oxy and need support not punishment in our classes right now. 
1/11/2021 0:16:24,"Asian, White",2023,No,No,No,Female/woman,Yes,3,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Busy work schedule, Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Fast pace, Health and safety concerns, Heavy workload, Lack of feedback from professors, Lack of support with assignments from faculty or peers, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Technological difficulties, Unhealthy or unstable living environment",,Very helpful,Helpful,Very helpful,Very helpful,Very helpful,Helpful,Helpful,Helpful,Very helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Peer-led study sessions, Peer-led tutoring (one-on-one), Transparency from professors",
1/11/2021 1:38:30,Black or African American,2023,No,No,No,Female/woman,Yes,5,,4,Extremely heavy—I regularly struggled to complete work or fail to complete work on time,"Busy work schedule, Communicating my difficulties with professors, Distress and uncertainty from current political events, Extra home/family responsibilities, Heavy workload, Microaggressions/Inequitable or insensitive classroom environment, Poor mental health, Stress from financial concerns","Feeling disconnected from the school and the students. I am someone who has never been on the campus, I have nor connection with any of the students. I feel like I can going through this very important chapter in my life completely alone and it makes it kinda hard to find motivation.  ",Helpful,Not helpful,Helpful,Helpful,Not helpful,"Not helpful, Not applicable",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,"Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Peer-led study sessions, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Transparency from professors",
1/11/2021 3:13:45,Asian,2023,No,No,No,Female/woman,No,4,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Attending synchronous sessions, Busy work schedule, Communicating my difficulties with professors, Difficulty accessing or affording course materials, Distress and uncertainty from current political events, Extra home/family responsibilities, Fast pace, Health and safety concerns, Heavy workload, Social isolation, Technological difficulties",,Helpful,Very helpful,Very helpful,Very helpful,Very helpful,"Very helpful, Helpful",Not helpful,Helpful,Helpful,Helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions",
1/11/2021 5:09:56,Asian,2022,Yes,No,No,Female/woman,No,2,,2,Manageable—I completed almost all work on time,"Difficulty accessing or affording course materials, Distress and uncertainty from current political events, Social isolation",,Helpful,Helpful,Very helpful,Very helpful,Helpful,Helpful,Not applicable,Helpful,Very helpful,Helpful,Helpful,,Advocating for more choice and flexibility with exams/assessments,
1/11/2021 6:01:30,White,2023,Yes,No,No,Female/woman,No,3,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Attending synchronous sessions, Busy work schedule, Communicating my difficulties with professors, Difficulty accessing or affording course materials, Distracting work environment, Extra home/family responsibilities, Fast pace, Heavy workload, Microaggressions/Inequitable or insensitive classroom environment, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Stress from financial concerns, Technological difficulties, Unhealthy or unstable living environment",My computer battery died and I can't afford a new one. I worry that I will miss a lot of class time because the computer shuts off as soon as the charger is even slightly removed from its jack.,Helpful,Helpful,Very helpful,Not applicable,Helpful,Helpful,Not helpful,Not applicable,Helpful,Not applicable,Helpful,,"Advocating for flexibility with deadlines, Advocating for slower pace in classes, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Transparency from professors",
1/11/2021 6:17:40,Asian,2023,No,No,No,Male/man,Yes,4,"I would like some sort of virtual Zoom library, where I can work and everyone else is working too, and it's quiet.",4,Somewhat heavy—I sometimes struggled to complete work on time,"Extra home/family responsibilities, Health and safety concerns, Heavy workload, Poor mental health, Professors who are not flexible or accommodating, Technological difficulties",,Helpful,Helpful,Not applicable,Not applicable,Helpful,Helpful,Not applicable,Not applicable,Helpful,Helpful,Helpful,Most of my professors were helpful; but one professor was especially stress-inducing.,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Anonymous opportunities to provide feedback to my professors, Peer-led study sessions, Peer-led tutoring (one-on-one)",
1/11/2021 7:21:46,White,2021,No,No,No,Female/woman,Yes,4,I’m worried less about simply passing my classes and more about the crippling stress I know classes will cause me during the semester combined with comps. ,4,Somewhat heavy—I sometimes struggled to complete work on time,"Distracting work environment, Distress and uncertainty from current political events, Fast pace, Health and safety concerns, Heavy workload, Lack of feedback from professors, Lack of support with assignments from faculty or peers, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Technological difficulties",,Helpful,Very helpful,Helpful,Not applicable,Not applicable,Helpful,Not applicable,Not applicable,"Helpful, Not applicable",Helpful,Helpful,,"Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Peer-led study sessions, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions, Transparency from professors",
1/11/2021 7:25:56,White,2023,Yes,Yes,Yes,Female/woman,Yes,4,,5,Somewhat heavy—I sometimes struggled to complete work on time,"Attending synchronous sessions, Busy work schedule, Difficulty accessing or affording course materials, Distress and uncertainty from current political events, Fast pace, Health and safety concerns, Heavy workload, Lack of feedback from professors, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Stress from financial concerns",,Very helpful,Very helpful,Helpful,Not helpful,Not applicable,Helpful,Very helpful,Not applicable,"Not helpful, Not applicable",Helpful,Not helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Peer-led tutoring (one-on-one), Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Transparency from professors",
1/11/2021 7:37:00,Black or African American,2021,No,No,No,Female/woman,Yes,4,,5,Extremely heavy—I regularly struggled to complete work or fail to complete work on time,"Busy work schedule, Classes running overtime, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Fast pace, Health and safety concerns, Heavy workload, Lack of support with assignments from faculty or peers, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Stress from financial concerns",,Helpful,Very helpful,Very helpful,Very helpful,Very helpful,Helpful,Helpful,Helpful,Very helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Community dinners or celebrations, Peer-led study sessions, Peer-led tutoring (one-on-one), Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions, Study sessions with DEB members, Transparency from professors",
1/11/2021 8:17:44,White,2023,No,No,No,Female/woman,Yes,2,,3,Manageable—I completed almost all work on time,Lack of motivation,,Helpful,Helpful,Very helpful,Helpful,Very helpful,Not helpful,Not applicable,Not applicable,Helpful,Helpful,Helpful,,"Advocating for flexibility with deadlines, Anonymous opportunities to provide feedback to my professors",
1/11/2021 8:30:04,White,2023,No,No,Prefer not to say,Female/woman,Yes,4,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Busy work schedule, Distracting work environment, Distress and uncertainty from current political events, Health and safety concerns, Lack of support with assignments from faculty or peers, Poor mental health, Professors who are not flexible or accommodating, Stress from financial concerns",,Not applicable,Helpful,Very helpful,Helpful,Not applicable,Very helpful,Not applicable,Helpful,Not applicable,Not applicable,Not helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Anonymous opportunities to provide feedback to my professors, Peer-led study sessions",
1/11/2021 9:12:21,Asian,2021,No,No,No,Female/woman,No,1,,5,Manageable—I completed almost all work on time,"Busy work schedule, Poor mental health, Social isolation",,Helpful,Helpful,Helpful,Helpful,Not helpful,Helpful,Not helpful,Not applicable,Helpful,Helpful,Very helpful,"Although grade-wise, I was very successful, my hard-work left me very burnt out the next semester. I anticipate Spring 2021 to be better paced so hopefully I won't overwork myself again. Although this did not necessarily change my workload, I felt like my frustration with the situation was better directed at the context rather than the professors when professors shared their honest uncertainty and dissatisfaction with the situation as well.","Advocating for flexibility with deadlines, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Transparency from professors",
1/11/2021 9:16:18,White,2021,No,No,No,Female/woman,Yes,1,,3,Manageable—I completed almost all work on time,"Distress and uncertainty from current political events, Poor mental health, Social isolation",,Helpful,Helpful,Helpful,Helpful,Helpful,Helpful,Not applicable,Not applicable,"Helpful, Not applicable",Helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Self Care sessions",
1/11/2021 9:28:22,White,2023,No,No,Prefer not to say,Female/woman,Yes,5,,4,Extremely heavy—I regularly struggled to complete work or fail to complete work on time,"Attending synchronous sessions, Busy work schedule, Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Fast pace, Heavy workload, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Unhealthy or unstable living environment",,Helpful,Helpful,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Helpful,Not applicable,Not applicable,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Regular meetings with professors dedicated to checking in about my progress, mental health, etc.",
1/11/2021 9:46:48,Asian,2021,No,No,Yes,Female/woman,Yes,3,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Classes running overtime, Distracting work environment, Distress and uncertainty from current political events, Health and safety concerns, Lack of feedback from professors, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Stress from financial concerns, Technological difficulties",,Very helpful,Helpful,Very helpful,Very helpful,"Very helpful, Helpful",Very helpful,Not helpful,Not applicable,Helpful,Helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Transparency from professors","Please tell faculty not to be mad if students they usually expect a lot from (strong work ethic, always on time, goes above and beyond, etc.) seem to be really distant or apathetic or quiet this semester. I promise students still care. We're just so drained and empty LOL especially seniors"
1/11/2021 9:51:09,White,2023,No,No,Yes,Female/woman,Yes,3,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Distracting work environment, Distress and uncertainty from current political events, Health and safety concerns, Heavy workload, Lack of feedback from professors, Professors who are not flexible or accommodating, Technological difficulties",,Helpful,Helpful,Very helpful,Helpful,Helpful,Helpful,Helpful,Helpful,Very helpful,Very helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Peer-led study sessions, Peer-led tutoring (one-on-one)",
1/11/2021 10:06:06,Asian,2024,No,No,No,Male/man,Yes,2,,3,Manageable—I completed almost all work on time,"Lack of feedback from professors, Social isolation",,Very helpful,Very helpful,Very helpful,Very helpful,Helpful,Helpful,Very helpful,Not applicable,Helpful,Not helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for more choice and flexibility with exams/assessments, Peer-led study sessions",
1/11/2021 10:13:02,White,2024,No,No,No,Female/woman,Yes,3,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Busy work schedule, Communicating my difficulties with professors, Fast pace, Lack of feedback from professors, Lack of support with assignments from faculty or peers",,Helpful,Helpful,Very helpful,Very helpful,Helpful,Helpful,Helpful,Helpful,Very helpful,Very helpful,Very helpful,,"Advocating for slower pace in classes, Peer-led study sessions, Peer-led tutoring (one-on-one), Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Transparency from professors",
1/11/2021 10:18:43,White,2021,Yes,No,Prefer not to say,Female/woman,Yes,5,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Busy work schedule, Classes running overtime, Communicating my difficulties with professors, Difficulty accessing or affording course materials, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Health and safety concerns, Lack of feedback from professors, Lack of support with assignments from faculty or peers, Poor mental health, Social isolation, Stress from financial concerns, Technological difficulties",,Helpful,Helpful,Very helpful,Not helpful,Very helpful,Very helpful,Not helpful,Not helpful,Very helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Community dinners or celebrations, Peer-led tutoring (one-on-one), Self Care sessions, Transparency from professors",
1/11/2021 10:58:30,White,2023,No,No,Yes,Prefer not to say,No,2,,4,Manageable—I completed almost all work on time,"Classes running overtime, Distracting work environment, Distress and uncertainty from current political events, Poor mental health, Social isolation",,Not helpful,Very helpful,Very helpful,Helpful,Not applicable,Helpful,Not applicable,Helpful,Very helpful,Not applicable,Not applicable,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes",
1/11/2021 11:37:57,White,2023,No,No,Yes,Female/woman,Yes,2,,3,Manageable—I completed almost all work on time,"Distress and uncertainty from current political events, Poor mental health, Social isolation, Unhealthy or unstable living environment",,Very helpful,Not helpful,Helpful,Very helpful,Helpful,Helpful,Not applicable,Not applicable,Very helpful,Very helpful,Very helpful,,"Community dinners or celebrations, Peer-led study sessions",
1/11/2021 11:39:43,White,2021,No,No,No,Female/woman,Yes,2,,3,Manageable—I completed almost all work on time,"Attending synchronous sessions, Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Health and safety concerns, Lack of feedback from professors, Lack of support with assignments from faculty or peers, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Stress from financial concerns, Technological difficulties",,Helpful,Helpful,Very helpful,Very helpful,Helpful,Very helpful,Very helpful,Very helpful,Very helpful,Helpful,Very helpful,,"Advocating for more choice and flexibility with exams/assessments, Anonymous opportunities to provide feedback to my professors, Peer-led study sessions, Peer-led tutoring (one-on-one), Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Transparency from professors",
1/11/2021 11:42:50,Hispanic or Latinx,2024,Yes,No,No,Female/woman,Yes,3,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Distracting work environment, Extra home/family responsibilities, Heavy workload, Lack of support with assignments from faculty or peers, Poor mental health, Social isolation, Technological difficulties, Unhealthy or unstable living environment",,Not helpful,Helpful,Not helpful,Very helpful,Very helpful,Helpful,Not helpful,Not helpful,Helpful,"Helpful, Not helpful",Not helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Self Care sessions",
1/11/2021 11:48:29,White,2022,No,No,No,Female/woman,No,3,,2,Manageable—I completed almost all work on time,"Attending synchronous sessions, Busy work schedule, Classes running overtime, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Lack of feedback from professors, Professors who are not flexible or accommodating, Technological difficulties",,Helpful,Very helpful,Helpful,Helpful,Helpful,Helpful,Not applicable,Very helpful,Very helpful,Helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for more choice and flexibility with exams/assessments, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions",
1/11/2021 11:56:45,White,2024,No,No,No,Female/woman,Yes,3,,3,Manageable—I completed almost all work on time,"Busy work schedule, Classes running overtime, Heavy workload, Poor mental health, Professors who are not flexible or accommodating, Technological difficulties",,Very helpful,Very helpful,Very helpful,"Very helpful, Helpful",Helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Community dinners or celebrations, Peer-led study sessions, Transparency from professors",
1/11/2021 12:06:53,Asian,2024,No,No,No,Female/woman,Yes,4,,4,Manageable—I completed almost all work on time,"Busy work schedule, Classes running overtime, Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Fast pace, Health and safety concerns, Heavy workload, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Stress from financial concerns, Technological difficulties",,Very helpful,Helpful,Very helpful,Not applicable,Helpful,Very helpful,Helpful,Not applicable,Not applicable,Helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for slower pace in classes, Peer-led study sessions, Peer-led tutoring (one-on-one), Self Care sessions, Study sessions with DEB members, Transparency from professors",
1/11/2021 12:09:19,White,2024,No,No,No,Male/man,Yes,2,,5,Extremely heavy—I regularly struggled to complete work or fail to complete work on time,"Busy work schedule, Communicating my difficulties with professors, Distracting work environment, Fast pace, Heavy workload, Lack of support with assignments from faculty or peers, Poor mental health, Social isolation, Unhealthy or unstable living environment",,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Peer-led study sessions, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Transparency from professors",
1/11/2021 12:31:02,Asian,2021,No,No,No,Female/woman,Yes,3,,3,Manageable—I completed almost all work on time,"Heavy workload, Professors who are not flexible or accommodating, Technological difficulties",,Very helpful,Very helpful,Very helpful,Very helpful,Helpful,Very helpful,Not applicable,Very helpful,Very helpful,Not helpful,Very helpful,Professor flexibility with due dates,"Advocating for flexibility with deadlines, Advocating for more choice and flexibility with exams/assessments, Anonymous opportunities to provide feedback to my professors, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Transparency from professors",
1/11/2021 12:36:03,Hispanic or Latinx,2022,Yes,Yes,No,Female/woman,Yes,4,"It can be really challenging to focus, I feel disconnected from my oxy community.",4,Somewhat heavy—I sometimes struggled to complete work on time,"Distracting work environment, Extra home/family responsibilities, Heavy workload, Professors who are not flexible or accommodating, Social isolation",,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Helpful,Helpful,Very helpful,Very helpful,Very helpful,what worked- flexibility and understanding from professors,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Peer-led tutoring (one-on-one), Transparency from professors",
1/11/2021 12:37:41,"Asian, White",2024,No,No,No,Female/woman,Yes,2,,3,Manageable—I completed almost all work on time,"Busy work schedule, Distracting work environment, Lack of feedback from professors, Poor mental health, Social isolation","I am worried about the noise level in the dorms, as I need complete silence to work.",Very helpful,Helpful,Helpful,Very helpful,Helpful,Helpful,Not applicable,Not applicable,"Very helpful, Helpful",Very helpful,Very helpful,,"Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Peer-led tutoring (one-on-one), Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Study sessions with DEB members, Transparency from professors",
1/11/2021 12:48:19,Asian,2022,No,No,No,Male/man,No,2,,5,Extremely heavy—I regularly struggled to complete work or fail to complete work on time,"Attending synchronous sessions, Fast pace",Mainly time difference ,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Not helpful,Very helpful,Very helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors",
1/11/2021 12:54:50,Asian,2021,No,No,No,Female/woman,Yes,5,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Classes running overtime, Communicating my difficulties with professors, Distracting work environment, Extra home/family responsibilities, Health and safety concerns, Heavy workload, Lack of feedback from professors, Poor mental health, Social isolation, Stress from financial concerns, Technological difficulties, Unhealthy or unstable living environment",,Very helpful,Not helpful,Very helpful,Very helpful,Very helpful,Helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Anonymous opportunities to provide feedback to my professors, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Transparency from professors",
1/11/2021 13:24:56,Asian,2021,No,No,No,Female/woman,No,2,,3,Manageable—I completed almost all work on time,"Distress and uncertainty from current political events, Heavy workload, Poor mental health, Social isolation",,Very helpful,Very helpful,Very helpful,Helpful,Helpful,Helpful,Helpful,Helpful,Helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for more choice and flexibility with exams/assessments, Anonymous opportunities to provide feedback to my professors, Peer-led study sessions, Regular meetings with professors dedicated to checking in about my progress, mental health, etc.",
